customer_id,total_purchases,total_quantity,total_price,avg_order_value,purchase_frequency,profit_margin,customer_value,churn_rate,cltv_f,segment,Category
15751,7,25,26028,3718,0.00014,2602.8,0.52052,0.32792,4131.524323005611,1,Category A
15313,11,40,26006,2364,0.00022,2600.6000000000004,0.52008,0.32792,4124.542717736034,1,Category A
39717,7,21,25839,3691,0.00014,2583.9,0.51674,0.32792,4071.7384910953892,1,Category A
22405,6,18,25780,4296,0.00012,2578,0.51552,0.32792,4052.8499634057084,1,Category A
3389,9,23,25659,2851,0.00018,2565.9,0.5131800000000001,0.32792,4015.51769333984,1,Category A
44488,8,22,25609,3201,0.00016,2560.9,0.5121600000000001,0.32792,3999.7272017565265,1,Category A
6189,8,21,25590,3198,0.00016,2559,0.51168,0.32792,3993.013905830691,1,Category A
44384,8,21,25547,3193,0.00016,2554.7000000000003,0.51088,0.32792,3980.0717736033184,1,Category A
36194,8,27,25520,3190,0.00016,2552,0.5104000000000001,0.32792,3972.129787753111,1,Category A
539,7,18,25462,3637,0.00014,2546.2000000000003,0.50918,0.32792,3953.62928763113,1,Category A
23503,8,21,25439,3179,0.00016,2543.9,0.5086400000000001,0.32792,3945.8687972676275,1,Category A
24468,8,28,25346,3168,0.00016,2534.6000000000004,0.50688,0.32792,3917.839863381313,1,Category A
48382,9,21,25323,2813,0.00018,2532.3,0.50634,0.32792,3910.114607221274,1,Category A
24980,8,23,25297,3162,0.00016,2529.7000000000003,0.50592,0.32792,3902.8599170529405,1,Category A
22428,8,29,25270,3158,0.00016,2527,0.5052800000000001,0.32792,3893.762381068554,1,Category A
5972,6,19,25256,4209,0.00012,2525.6000000000004,0.50508,0.32792,3890.0647962917787,1,Category A
18643,8,20,25245,3155,0.00016,2524.5,0.5048,0.32792,3886.214930470847,1,Category A
108,8,23,25241,3155,0.00016,2524.1000000000004,0.5048,0.32792,3885.5991705293986,1,Category A
25086,9,22,25230,2803,0.00018,2523,0.50454,0.32792,3881.905403757014,1,Category A
32682,6,19,25188,4198,0.00012,2518.8,0.50376,0.32792,3869.451963893633,1,Category A
34905,9,25,25177,2797,0.00018,2517.7000000000003,0.50346,0.32792,3865.4587765308615,1,Category A
43606,7,22,25157,3593,0.00014,2515.7000000000003,0.5030199999999999,0.32792,3859.0126067333495,1,Category A
36762,7,18,25128,3589,0.00014,2512.8,0.5024599999999999,0.32792,3850.2728958282505,1,Category A
19965,9,29,25103,2789,0.00018,2510.3,0.50202,0.32792,3843.0739387655535,1,Category A
48279,7,13,25098,3585,0.00014,2509.8,0.5018999999999999,0.32792,3841.3900341546714,1,Category A
10491,7,27,25095,3585,0.00014,2509.5,0.5018999999999999,0.32792,3840.930867284703,1,Category A
34957,9,24,25060,2784,0.00018,2506,0.50112,0.32792,3829.613076360088,1,Category A
1275,8,35,25022,3127,0.00016,2502.2000000000003,0.50032,0.32792,3817.701585752623,1,Category A
29649,6,16,24945,4157,0.00012,2494.5,0.49884,0.32792,3794.6949865820934,1,Category A
18849,7,21,24842,3548,0.00014,2484.2000000000003,0.49671999999999994,0.32792,3762.9660404976826,1,Category A
7763,6,20,24788,4131,0.00012,2478.8,0.49572,0.32792,3747.227177360332,1,Category A
12019,7,22,24758,3536,0.00014,2475.8,0.49504,0.32792,3737.5580385459866,1,Category A
9718,7,23,24751,3535,0.00014,2475.1000000000004,0.49489999999999995,0.32792,3735.4445901439376,1,Category A
31697,8,33,24741,3092,0.00016,2474.1000000000004,0.49472000000000005,0.32792,3732.577311539401,1,Category A
34884,8,27,24731,3091,0.00016,2473.1000000000004,0.49456000000000006,0.32792,3729.8619663332533,1,Category A
43276,7,27,24682,3526,0.00014,2468.2000000000003,0.49363999999999997,0.32792,3715.5472310319597,1,Category A
6019,6,15,24648,4108,0.00012,2464.8,0.49296,0.32792,3705.3177848255677,1,Category A
8844,7,18,24585,3512,0.00014,2458.5,0.49167999999999995,0.32792,3686.250548914369,1,Category A
37030,7,19,24565,3509,0.00014,2456.5,0.49126,0.32792,3680.1054830446446,1,Category A
7143,9,26,24563,2729,0.00018,2456.3,0.49122000000000005,0.32792,3679.5062393266658,1,Category A
21506,7,23,24538,3505,0.00014,2453.8,0.49069999999999997,0.32792,3671.870151256404,1,Category A
16537,6,19,24539,4089,0.00012,2453.9,0.49068,0.32792,3671.8701268602103,1,Category A
34758,8,24,24525,3065,0.00016,2452.5,0.49040000000000006,0.32792,3667.681141741889,1,Category A
16376,6,14,24499,4083,0.00012,2449.9,0.48996,0.32792,3660.505623322762,1,Category A
32266,7,15,24477,3496,0.00014,2447.7000000000003,0.48943999999999993,0.32792,3653.3370578189806,1,Category A
23771,8,23,24451,3056,0.00016,2445.1,0.48896000000000006,0.32792,3645.8773359355946,1,Category A
38339,7,27,24434,3490,0.00014,2443.4,0.4886,0.32792,3640.660039033911,1,Category A
44849,6,15,24380,4063,0.00012,2438,0.48756,0.32792,3624.8819224201025,1,Category A
33688,8,29,24362,3045,0.00016,2436.2000000000003,0.4872,0.32792,3619.531105147598,1,Category A
40072,8,31,24335,3041,0.00016,2433.5,0.48656000000000005,0.32792,3610.770187850696,1,Category A
13943,7,23,24322,3474,0.00014,2432.2000000000003,0.48635999999999996,0.32792,3607.3578677726277,1,Category A
26980,7,20,24320,3474,0.00014,2432,0.48635999999999996,0.32792,3607.061234447426,1,Category A
14773,7,29,24311,3473,0.00014,2431.1,0.48621999999999993,0.32792,3604.6884666991946,1,Category A
19193,6,12,24293,4048,0.00012,2429.3,0.48576,0.32792,3598.611758965602,1,Category A
22438,6,20,24286,4047,0.00012,2428.6,0.48564,0.32792,3596.68609416931,1,Category A
5209,8,24,24215,3026,0.00016,2421.5,0.48416000000000003,0.32792,3575.2422542083436,1,Category A
27412,8,19,24189,3023,0.00016,2418.9,0.48368000000000005,0.32792,3567.862747011467,1,Category A
25304,7,22,24113,3444,0.00014,2411.3,0.48216,0.32792,3545.4757501829713,1,Category A
24059,8,18,24076,3009,0.00016,2407.6,0.48144000000000003,0.32792,3534.7491583313004,1,Category A
27209,7,25,23981,3425,0.00014,2398.1,0.4795,0.32792,3506.6142656745546,1,Category A
47165,8,25,23940,2992,0.00016,2394,0.47872000000000003,0.32792,3494.924615759942,1,Category A
17416,6,18,23906,3984,0.00012,2390.6,0.47808,0.32792,3485.2953403269094,1,Category A
39959,8,29,23891,2986,0.00016,2389.1,0.47776,0.32792,3480.777067577458,1,Category A
26218,6,17,23890,3981,0.00012,2389,0.47772000000000003,0.32792,3480.3399609660896,1,Category A
47387,6,23,23867,3977,0.00012,2386.7000000000003,0.47724,0.32792,3473.495694071725,1,Category A
36851,6,15,23854,3975,0.00012,2385.4,0.47700000000000004,0.32792,3469.857892168822,1,Category A
35294,8,25,23847,2980,0.00016,2384.7000000000003,0.47680000000000006,0.32792,3467.3852159063194,1,Category A
216,7,32,23844,3406,0.00014,2384.4,0.47683999999999993,0.32792,3467.2398633813123,1,Category A
5329,6,17,23842,3973,0.00012,2384.2000000000003,0.47676,0.32792,3466.367382288364,1,Category A
39424,7,18,23838,3405,0.00014,2383.8,0.47669999999999996,0.32792,3465.3496584532813,1,Category A
22278,7,20,23699,3385,0.00014,2369.9,0.47389999999999993,0.32792,3424.907324957306,1,Category A
37701,7,13,23686,3383,0.00014,2368.6,0.47362,0.32792,3421.0061356428396,1,Category A
43126,8,25,23664,2958,0.00016,2366.4,0.47328000000000003,0.32792,3415.3750670895342,1,Category A
33562,7,26,23660,3380,0.00014,2366,0.47319999999999995,0.32792,3414.220541595511,1,Category A
13088,6,18,23641,3940,0.00012,2364.1,0.4728,0.32792,3408.5950231763845,1,Category A
31418,5,18,23627,4725,0.0001,2362.7000000000003,0.47250000000000003,0.32792,3404.414948767993,1,Category A
3717,7,20,23623,3374,0.00014,2362.3,0.47235999999999995,0.32792,3402.8300439131494,1,Category A
7428,7,21,23610,3372,0.00014,2361,0.47207999999999994,0.32792,3398.941449133935,1,Category A
15579,9,24,23483,2609,0.00018,2348.3,0.46962000000000004,0.32792,3363.0417357892175,1,Category A
6633,7,23,23469,3352,0.00014,2346.9,0.46928,0.32792,3358.6034154671875,1,Category A
4439,9,22,23390,2598,0.00018,2339,0.46764000000000006,0.32792,3335.6000243961944,1,Category A
21459,8,17,23364,2920,0.00016,2336.4,0.46720000000000006,0.32792,3328.757257867773,1,Category A
3944,6,13,23273,3878,0.00012,2327.3,0.46536,0.32792,3302.733373993657,1,Category A
30887,7,16,23247,3321,0.00014,2324.7000000000003,0.46493999999999996,0.32792,3296.066168577702,1,Category A
15662,6,21,23249,3874,0.00012,2324.9,0.46488,0.32792,3295.924347401806,1,Category A
16276,7,22,23242,3320,0.00014,2324.2000000000003,0.46479999999999994,0.32792,3294.3649670651375,1,Category A
43082,7,25,23236,3319,0.00014,2323.6,0.46465999999999996,0.32792,3292.5224932910464,1,Category A
29734,7,18,23189,3312,0.00014,2318.9,0.46368,0.32792,3278.9325201268603,1,Category A
43465,8,21,23177,2897,0.00016,2317.7000000000003,0.46352000000000004,0.32792,3276.1048548426456,1,Category A
3066,7,20,23176,3310,0.00014,2317.6,0.4634,0.32792,3275.115393998536,1,Category A
1390,8,23,23170,2896,0.00016,2317,0.46336000000000005,0.32792,3273.9848743596003,1,Category A
24778,6,22,23168,3861,0.00012,2316.8,0.46332,0.32792,3273.4196633325205,1,Category A
18890,7,17,23141,3305,0.00014,2314.1,0.46269999999999994,0.32792,3265.2295376921197,1,Category A
19667,7,24,23117,3302,0.00014,2311.7000000000003,0.46227999999999997,0.32792,3258.8822761649185,1,Category A
2051,6,17,23094,3849,0.00012,2309.4,0.46188,0.32792,3252.82285923396,1,Category A
37343,6,14,23087,3847,0.00012,2308.7000000000003,0.46164,0.32792,3250.1471944376685,1,Category A
25814,6,19,23078,3846,0.00012,2307.8,0.46152,0.32792,3248.0356672359117,1,Category A
4728,6,19,23062,3843,0.00012,2306.2000000000003,0.46116,0.32792,3243.2519882898273,1,Category A
37939,8,20,23021,2877,0.00016,2302.1,0.46032000000000006,0.32792,3231.589021712613,1,Category A
23051,8,22,23017,2877,0.00016,2301.7000000000003,0.46032000000000006,0.32792,3231.027518907051,1,Category A
49195,7,17,23006,3286,0.00014,2300.6,0.46003999999999995,0.32792,3227.5189802390823,1,Category A
4294,7,11,23003,3286,0.00014,2300.3,0.46003999999999995,0.32792,3227.09810929495,1,Category A
23002,7,21,22990,3284,0.00014,2299,0.45975999999999995,0.32792,3223.3112954379117,1,Category A
942,7,18,22987,3283,0.00014,2298.7000000000003,0.45962,0.32792,3221.9092888509394,1,Category A
22070,6,13,22985,3830,0.00012,2298.5,0.4596,0.32792,3221.488777750671,1,Category A
15248,7,31,22971,3281,0.00014,2297.1,0.45933999999999997,0.32792,3217.705275676994,1,Category A
2500,6,12,22964,3827,0.00012,2296.4,0.45924000000000004,0.32792,3216.0244449865827,1,Category A
36097,8,21,22958,2869,0.00016,2295.8,0.45904000000000006,0.32792,3213.7839473042213,1,Category A
1023,7,23,22951,3278,0.00014,2295.1,0.45891999999999994,0.32792,3211.964174188826,1,Category A
44484,6,17,22939,3823,0.00012,2293.9,0.45876,0.32792,3209.1655403757013,1,Category A
9235,7,25,22899,3271,0.00014,2289.9,0.45793999999999996,0.32792,3197.8433947304216,1,Category A
24325,6,15,22896,3816,0.00012,2289.6,0.45792,0.32792,3197.284801171017,1,Category A
4567,7,17,22869,3267,0.00014,2286.9,0.45737999999999995,0.32792,3189.748481336911,1,Category A
12412,6,14,22861,3810,0.00012,2286.1,0.4572,0.32792,3187.3777750670893,1,Category A
33341,6,18,22850,3808,0.00012,2285,0.45696000000000003,0.32792,3184.1717492071243,1,Category A
20038,6,24,22849,3808,0.00012,2284.9,0.45696000000000003,0.32792,3184.03239814589,1,Category A
9886,6,11,22836,3806,0.00012,2283.6,0.45672,0.32792,3180.549499878019,1,Category A
2456,8,31,22821,2852,0.00016,2282.1,0.45632000000000006,0.32792,3175.6766040497682,1,Category A
5037,6,17,22814,3802,0.00012,2281.4,0.45624000000000003,0.32792,3174.1459380336673,1,Category A
17715,8,13,22775,2846,0.00016,2277.5,0.45536000000000004,0.32792,3162.6079531593073,1,Category A
28798,6,22,22761,3793,0.00012,2276.1,0.45516,0.32792,3159.2756647962915,1,Category A
30536,5,20,22745,4549,0.0001,2274.5,0.4549,0.32792,3155.251433276409,1,Category A
20842,7,19,22738,3248,0.00014,2273.8,0.45471999999999996,0.32792,3153.032251768724,1,Category A
30976,6,12,22736,3789,0.00012,2273.6,0.45468000000000003,0.32792,3152.4775798975365,1,Category A
24510,8,25,22733,2841,0.00016,2273.3,0.45456,0.32792,3151.2297145645284,1,Category A
40221,7,24,22730,3247,0.00014,2273,0.45458,0.32792,3150.952488411808,1,Category A
5246,7,20,22723,3246,0.00014,2272.3,0.45443999999999996,0.32792,3149.0119907294466,1,Category A
38712,7,20,22723,3246,0.00014,2272.3,0.45443999999999996,0.32792,3149.0119907294466,1,Category A
34924,6,18,22703,3783,0.00012,2270.3,0.45396000000000003,0.32792,3142.917138326422,1,Category A
40036,8,24,22691,2836,0.00016,2269.1,0.45376000000000005,0.32792,3139.8719687728717,1,Category A
2029,6,22,22684,3780,0.00012,2268.4,0.4536,0.32792,3137.7965357404246,1,Category A
21392,6,13,22683,3780,0.00012,2268.3,0.4536,0.32792,3137.6582093193465,1,Category A
12949,7,19,22678,3239,0.00014,2267.8,0.45346,0.32792,3135.998377653086,1,Category A
34059,5,19,22662,4532,0.0001,2266.2000000000003,0.45320000000000005,0.32792,3131.9890217126135,1,Category A
36553,7,21,22652,3236,0.00014,2265.2000000000003,0.45303999999999994,0.32792,3129.501732129788,1,Category A
38438,8,25,22643,2830,0.00016,2264.3,0.45280000000000004,0.32792,3126.6011222249335,1,Category A
40518,5,17,22629,4525,0.0001,2262.9,0.4525,0.32792,3122.597737252989,1,Category A
38645,7,18,22624,3232,0.00014,2262.4,0.45247999999999994,0.32792,3121.769797511588,1,Category A
41595,5,14,22604,4520,0.0001,2260.4,0.452,0.32792,3115.7013905830695,1,Category A
42042,6,15,22583,3763,0.00012,2258.3,0.45156,0.32792,3109.7766162478656,1,Category A
19049,6,23,22562,3760,0.00012,2256.2000000000003,0.4512,0.32792,3104.407904366919,1,Category A
48838,7,21,22525,3217,0.00014,2252.5,0.45037999999999995,0.32792,3093.6842827518904,1,Category A
880,7,22,22496,3213,0.00014,2249.6,0.44981999999999994,0.32792,3085.8595755062206,1,Category A
14219,8,20,22495,2811,0.00016,2249.5,0.44976000000000005,0.32792,3085.310807514028,1,Category A
39131,6,13,22486,3747,0.00012,2248.6,0.44964,0.32792,3083.253549646255,1,Category A
24735,7,15,22469,3209,0.00014,2246.9,0.44925999999999994,0.32792,3078.3187789704803,1,Category A
5461,6,19,22460,3743,0.00012,2246,0.44916,0.32792,3076.4008294706027,1,Category A
18807,6,22,22459,3743,0.00012,2245.9,0.44916,0.32792,3076.263857038302,1,Category A
26858,8,30,22458,2807,0.00016,2245.8,0.44912,0.32792,3075.8529397414004,1,Category A
19130,7,17,22439,3205,0.00014,2243.9,0.4487,0.32792,3070.3767077335933,1,Category A
47384,6,17,22429,3738,0.00012,2242.9,0.44856,0.32792,3068.050817272506,1,Category A
34457,7,25,22410,3201,0.00014,2241,0.44814,0.32792,3062.581544279092,1,Category A
40116,6,23,22396,3732,0.00012,2239.6,0.44784,0.32792,3058.61937057819,1,Category A
18778,8,23,22365,2795,0.00016,2236.5,0.44720000000000004,0.32792,3050.020736765065,1,Category A
33684,6,16,22344,3724,0.00012,2234.4,0.44688,0.32792,3044.976433276409,1,Category A
10246,8,27,22319,2789,0.00016,2231.9,0.44624,0.32792,3037.2135154915836,1,Category A
23540,6,23,22298,3716,0.00012,2229.8,0.44592000000000004,0.32792,3032.1798487435967,1,Category A
27466,5,16,22289,4457,0.0001,2228.9,0.44570000000000004,0.32792,3029.4606306416204,1,Category A
21071,5,15,22272,4454,0.0001,2227.2000000000003,0.4454,0.32792,3025.1124664552335,1,Category A
30228,5,13,22263,4452,0.0001,2226.3,0.44520000000000004,0.32792,3022.532202976336,1,Category A
22509,7,27,22258,3179,0.00014,2225.8,0.44505999999999996,0.32792,3020.90311051476,1,Category A
21489,7,21,22243,3177,0.00014,2224.3,0.44477999999999995,0.32792,3016.96802268846,1,Category A
11018,7,19,22238,3176,0.00014,2223.8,0.44464,0.32792,3015.340424493779,1,Category A
37331,7,21,22224,3174,0.00014,2222.4,0.44436,0.32792,3011.5444742620152,1,Category A
1853,5,17,22211,4442,0.0001,2221.1,0.44420000000000004,0.32792,3008.699133935106,1,Category A
6295,6,23,22210,3701,0.00012,2221,0.44412,0.32792,3008.0218345938038,1,Category A
28104,7,19,22197,3171,0.00014,2219.7000000000003,0.44393999999999995,0.32792,3005.042748231276,1,Category A
30365,8,19,22197,2774,0.00016,2219.7000000000003,0.44384,0.32792,3004.3658453281296,1,Category A
4428,5,14,22188,4437,0.0001,2218.8,0.44370000000000004,0.32792,3002.200414735302,1,Category A
40662,6,22,22157,3692,0.00012,2215.7000000000003,0.44304,0.32792,2993.5463771651625,1,Category A
27769,6,19,22136,3689,0.00012,2213.6,0.44268,0.32792,2988.2789948767995,1,Category A
3247,8,24,22134,2766,0.00016,2213.4,0.44256,0.32792,2987.199024152232,1,Category A
34689,7,24,22129,3161,0.00014,2212.9,0.44254,0.32792,2986.3892595755065,1,Category A
43416,6,24,22119,3686,0.00012,2211.9,0.44232,0.32792,2983.5557696999267,1,Category A
21297,6,21,22112,3685,0.00012,2211.2000000000003,0.44220000000000004,0.32792,2981.8023908270316,1,Category A
26383,7,22,22109,3158,0.00014,2210.9,0.44211999999999996,0.32792,2980.8584654793854,1,Category A
16019,7,25,22096,3156,0.00014,2209.6,0.44183999999999996,0.32792,2977.2190290314707,1,Category A
20031,7,25,22077,3153,0.00014,2207.7000000000003,0.44142,0.32792,2971.8313430104904,1,Category A
33785,6,11,22068,3678,0.00012,2206.8,0.44136000000000003,0.32792,2970.21605269578,1,Category A
39681,6,20,22062,3677,0.00012,2206.2000000000003,0.44124,0.32792,2968.6011466211276,1,Category A
20704,7,20,22053,3150,0.00014,2205.3,0.44099999999999995,0.32792,2965.776103927787,1,Category A
34122,6,19,22037,3672,0.00012,2203.7000000000003,0.44064000000000003,0.32792,2961.205074408393,1,Category A
30122,7,18,22026,3146,0.00014,2202.6,0.44043999999999994,0.32792,2958.3835813613073,1,Category A
21883,6,18,22021,3670,0.00012,2202.1,0.4404,0.32792,2957.4434008294706,1,Category A
46446,5,13,22007,4401,0.0001,2200.7000000000003,0.44010000000000005,0.32792,2953.549859721884,1,Category A
45382,9,25,22006,2445,0.00018,2200.6,0.44010000000000005,0.32792,2953.4156501585753,1,Category A
29695,7,22,22007,3143,0.00014,2200.7000000000003,0.44001999999999997,0.32792,2953.012972676263,1,Category A
36812,7,20,21994,3142,0.00014,2199.4,0.43987999999999994,0.32792,2950.329568187363,1,Category A
10600,7,21,21988,3141,0.00014,2198.8,0.43973999999999996,0.32792,2948.585972188339,1,Category A
10845,7,19,21986,3140,0.00014,2198.6,0.43959999999999994,0.32792,2947.37911685777,1,Category A
40088,5,16,21963,4392,0.0001,2196.3,0.43920000000000003,0.32792,2941.6167357892173,1,Category A
31796,6,17,21955,3659,0.00012,2195.5,0.43908,0.32792,2939.7418272749455,1,Category A
30718,6,16,21928,3654,0.00012,2192.8,0.43848000000000004,0.32792,2932.114369358381,1,Category A
15496,7,29,21890,3127,0.00014,2189,0.43777999999999995,0.32792,2922.3603927787262,1,Category A
32139,7,17,21888,3126,0.00014,2188.8,0.43764,0.32792,2921.1589168089777,1,Category A
29916,6,15,21885,3647,0.00012,2188.5,0.43764000000000003,0.32792,2920.758538667968,1,Category A
41991,5,17,21874,4374,0.0001,2187.4,0.4374,0.32792,2917.6895584288854,1,Category A
20970,7,29,21874,3124,0.00014,2187.4,0.43735999999999997,0.32792,2917.4227372529886,1,Category A
34321,6,16,21863,3643,0.00012,2186.3,0.43716,0.32792,2914.6221883386197,1,Category A
32336,6,19,21850,3641,0.00012,2185,0.43692000000000003,0.32792,2911.2899487679924,1,Category A
4580,5,10,21835,4367,0.0001,2183.5,0.43670000000000003,0.32792,2907.826451573555,1,Category A
37571,5,20,21794,4358,0.0001,2179.4,0.4358,0.32792,2896.384849963406,1,Category A
44153,6,23,21789,3631,0.00012,2178.9,0.43572,0.32792,2895.1887899487683,1,Category A
6008,6,15,21781,3630,0.00012,2178.1,0.4356,0.32792,2893.32873871676,1,Category A
35193,6,14,21780,3630,0.00012,2178,0.4356,0.32792,2893.1959014393756,1,Category A
33138,8,24,21768,2721,0.00016,2176.8,0.43536,0.32792,2890.0086850451335,1,Category A
10830,7,21,21769,3109,0.00014,2176.9,0.43526,0.32792,2889.477598194682,1,Category A
40293,5,18,21749,4349,0.0001,2174.9,0.4349,0.32792,2884.4352585996585,1,Category A
40335,6,20,21742,3623,0.00012,2174.2000000000003,0.43476000000000004,0.32792,2882.578653330081,1,Category A
47032,8,36,21726,2715,0.00016,2172.6,0.4344,0.32792,2878.0722127348135,1,Category A
47578,6,13,21722,3620,0.00012,2172.2000000000003,0.4344,0.32792,2877.5423273969263,1,Category A
32434,6,14,21721,3620,0.00012,2172.1,0.4344,0.32792,2877.4098560624543,1,Category A
37802,7,19,21712,3101,0.00014,2171.2000000000003,0.43413999999999997,0.32792,2874.4961210051238,1,Category A
17626,6,16,21677,3612,0.00012,2167.7000000000003,0.43344,0.32792,2865.235081727251,1,Category A
45327,6,12,21674,3612,0.00012,2167.4,0.43344,0.32792,2864.8385459868264,1,Category A
30680,7,23,21667,3095,0.00014,2166.7000000000003,0.43329999999999996,0.32792,2862.988259331544,1,Category A
26365,6,17,21652,3608,0.00012,2165.2000000000003,0.43296,0.32792,2858.761258843621,1,Category A
26846,6,23,21617,3602,0.00012,2161.7000000000003,0.43224,0.32792,2849.3937789704814,1,Category A
44373,7,25,21614,3087,0.00014,2161.4,0.43217999999999995,0.32792,2848.602866552818,1,Category A
26136,9,26,21605,2400,0.00018,2160.5,0.43200000000000005,0.32792,2846.2307879970726,1,Category A
38165,6,16,21603,3600,0.00012,2160.3,0.432,0.32792,2845.9673090997803,1,Category A
33741,8,18,21577,2697,0.00016,2157.7000000000003,0.43152,0.32792,2839.383703342279,1,Category A
48846,8,25,21576,2697,0.00016,2157.6,0.43152,0.32792,2839.252110270798,1,Category A
42995,7,21,21576,3082,0.00014,2157.6,0.43148,0.32792,2838.9889241278356,1,Category A
14990,7,19,21575,3082,0.00014,2157.5,0.43148,0.32792,2838.857343254452,1,Category A
23900,7,18,21569,3081,0.00014,2156.9,0.43133999999999995,0.32792,2837.1470053671624,1,Category A
26569,5,15,21558,4311,0.0001,2155.8,0.43110000000000004,0.32792,2834.1222859233967,1,Category A
33943,8,20,21552,2694,0.00016,2155.2000000000003,0.43104000000000003,0.32792,2832.9391558916814,1,Category A
2753,8,27,21545,2693,0.00016,2154.5,0.43088000000000004,0.32792,2830.967797023665,1,Category A
36065,6,20,21513,3585,0.00012,2151.3,0.4302,0.32792,2822.301963893633,1,Category A
32183,5,11,21500,4300,0.0001,2150,0.43,0.32792,2819.2851915101246,1,Category A
